recipe_id,ingredient_id,ingredient_name,category,unit,qty
243,2775, quick cooking rolled oats ,cereals,gram(s),4.705882352941177
243,936, crisp rice cereal ,cereals,gram(s),4.705882352941177
243,3640, walnuts ,nuts and seeds,gram(s),1.1764705882352942
244,2298, sweet potato ,fresh vegetables,gram(s),120.0
244,12, 2% lowfat milk ,dairy,gram(s),40.0
244,3334, sugar ,baking products,gram(s),30.0
244,2220, margarine ,dairy,gram(s),5.0
244,738, cinnamon ,spices and seasonings,gram(s),0.8333333333333334
244,2428, ground nutmeg ,spices and seasonings,gram(s),0.8333333333333334
244,3021, salt ,spices and seasonings,gram(s),0.20833333333333334
245,3649, water ,beverages,gram(s),120.0
245,3334, sugar ,baking products,gram(s),7.5
245,2019, lemon juice ,fruit juices,gram(s),7.5
245,3595, vanilla ,spices and seasonings,gram(s),0.3125
246,3334, sugar ,baking products,gram(s),1.25
246,61, frozen apple juice concentrate ,frozen fruit,gram(s),1.25
246,1684, ground cinnamon ,spices and seasonings,gram(s),0.8333333333333334
246,3558, unbleached flour ,baking products,gram(s),30.0
246,3759, whole wheat flour ,baking products,gram(s),30.0
246,3334, sugar ,baking products,gram(s),15.0
246,125, baking powder ,baking products,gram(s),1.25
246,3021, salt ,spices and seasonings,gram(s),0.20833333333333334
246,550, canola oil ,oils and fats,gram(s),10.0
246,60, apple juice ,frozen fruit,gram(s),20.0
246,3595, vanilla ,spices and seasonings,gram(s),1.6666666666666667
246,2454, orange juice ,frozen fruit,gram(s),10.0
247,3334, sugar ,baking products,gram(s),20.0
247,3334, sugar ,baking products,gram(s),2.5
247,363, butter ,dairy,gram(s),10.0
247,3759, whole wheat flour ,baking products,gram(s),40.0
247,125, baking powder ,baking products,gram(s),0.4166666666666667
247,126, baking soda ,baking products,gram(s),0.20833333333333334
247,3021, salt ,spices and seasonings,gram(s),0.20833333333333334
247,2428, ground nutmeg ,spices and seasonings,gram(s),0.20833333333333334
247,2459, orange peel ,fresh fruit,gram(s),1.25
247,2327, milk ,dairy,gram(s),2.5
247,3595, vanilla ,spices and seasonings,gram(s),0.4166666666666667
247,738, cinnamon ,spices and seasonings,gram(s),0.20833333333333334
248,2432, oatmeal ,cereals,gram(s),10.0
248,1803, hot water ,beverages,gram(s),20.0
248,3021, salt ,spices and seasonings,gram(s),0.20833333333333334
248,363, butter ,dairy,gram(s),1.875
248,3792, yeast ,baking products,package(s),0.08333333333333333
248,3649, water ,beverages,gram(s),5.0
248,3334, sugar ,baking products,gram(s),0.625
248,351, brown sugar ,baking products,gram(s),6.6000000000000005
248,1267, flour ,baking products,gram(s),45.0
248,1351, fresh lemon peel ,fresh fruit,gram(s),0.4166666666666667
248,792, confectioners' sugar ,baking products,gram(s),10.0
248,2327, milk ,dairy,gram(s),0.8333333333333334
248,3595, vanilla ,spices and seasonings,gram(s),0.10416666666666667
249,802, cooked brown rice ,grains,gram(s),90.0
249,2284, pear ,fresh fruit,gram(s),60.0
249,1376, fresh or frozen cranberries ,fresh fruit,gram(s),30.0
249,351, brown sugar ,baking products,gram(s),15.0
249,1267, flour ,baking products,gram(s),9.9
249,2948, rolled oats ,cereals,gram(s),7.5
249,374, butter or margarine ,dairy,gram(s),5.625
249,2577, pecans ,nuts and seeds,gram(s),7.5
249,770, coconut ,fresh fruit,gram(s),7.5
250,3334, sugar ,baking products,gram(s),15.0
250,1267, flour ,baking products,gram(s),9.9
250,1351, fresh lemon peel ,fresh fruit,gram(s),0.625
251,3118, shortening ,oils and fats,gram(s),5.0
251,3074, semisweet chocolate ,baking products,gram(s),2.4166666666666665
251,2219, maple syrup ,sweeteners,gram(s),10.0
251,3595, vanilla ,spices and seasonings,gram(s),0.4166666666666667
251,3334, sugar ,baking products,gram(s),10.0
251,1267, flour ,baking products,gram(s),10.0
251,125, baking powder ,baking products,gram(s),0.10416666666666667
251,3021, salt ,spices and seasonings,gram(s),0.10416666666666667
251,2426, nuts ,nuts and seeds,gram(s),10.0
252,2472, Oregon hazelnuts ,nuts and seeds,gram(s),6.666666666666667
252,3334, sugar ,baking products,gram(s),6.666666666666667
252,2046, light corn syrup ,sweeteners,gram(s),3.3333333333333335
252,3021, salt ,spices and seasonings,gram(s),0.06944444444444445
252,2220, margarine ,dairy,gram(s),0.4166666666666667
252,3595, vanilla ,spices and seasonings,gram(s),0.1388888888888889
252,126, baking soda ,baking products,gram(s),0.1388888888888889
253,841, cooked rice ,grains,gram(s),30.0
253,2342, mixed dried fruit ,dried fruit,gram(s),14.5
253,3334, sugar ,baking products,gram(s),11.25
253,3595, vanilla ,spices and seasonings,gram(s),0.625
253,2417, nonfat milk ,dairy,gram(s),60.0
254,489, canned mixed fruit ,canned/bottled fruit,gram(s),154.66666666666666
254,740, cinnamon granola ,cereals,gram(s),40.0
254,35, almonds ,nuts and seeds,gram(s),10.0
254,2220, margarine ,dairy,gram(s),5.0
254,351, brown sugar ,baking products,gram(s),5.0
254,738, cinnamon ,spices and seasonings,gram(s),0.8333333333333334
254,2410, nonfat yogurt ,dairy,gram(s),20.0
254,2428, ground nutmeg ,spices and seasonings,gram(s),0.20833333333333334
255,1267, flour ,baking products,gram(s),45.0
255,3334, sugar ,baking products,gram(s),30.0
255,3586, unsweetened cocoa powder ,baking products,gram(s),1.875
255,3021, salt ,spices and seasonings,gram(s),0.3125
255,126, baking soda ,baking products,gram(s),0.625
255,374, butter or margarine ,dairy,gram(s),5.625
255,3595, vanilla ,spices and seasonings,gram(s),1.875
255,3703, white vinegar ,vinegars,gram(s),1.875
255,782, cold water ,beverages,gram(s),30.0
256,1267, flour ,baking products,gram(s),3.75
256,3586, unsweetened cocoa powder ,baking products,gram(s),1.875
256,792, confectioners' sugar ,baking products,gram(s),9.375
256,995, dark corn syrup ,sweeteners,gram(s),0.9375
256,3595, vanilla ,spices and seasonings,gram(s),0.46875
256,374, butter or margarine ,dairy,gram(s),0.9375
256,12, 2% lowfat milk ,dairy,gram(s),3.75
257,3334, sugar ,baking products,gram(s),7.5
257,2454, orange juice ,frozen fruit,gram(s),40.0
257,2459, orange peel ,fresh fruit,gram(s),2.5
258,802, cooked brown rice ,grains,gram(s),90.0
258,1373, fresh or frozen blueberries ,fresh fruit,gram(s),90.0
258,351, brown sugar ,baking products,gram(s),7.5
258,351, brown sugar ,baking products,gram(s),5.625
258,2903, rice bran ,cereals,gram(s),9.9
258,3759, whole wheat flour ,baking products,gram(s),7.5
258,3640, walnuts ,nuts and seeds,gram(s),7.5
258,1684, ground cinnamon ,spices and seasonings,gram(s),0.625
258,2220, margarine ,dairy,gram(s),5.625
259,2196, plain lowfat yogurt ,dairy,gram(s),60.0
259,708, chocolate cookies ,cookies/crackers,gram(s),30.0
259,374, butter or margarine ,dairy,gram(s),3.75
259,3338, sugar substitute ,sweeteners,package(s),0.375
259,2454, orange juice ,frozen fruit,gram(s),5.625
259,3567, unflavored gelatin ,gelatin,package(s),0.125
259,1513, frozen light dessert topping ,frozen desserts,gram(s),60.0
259,2459, orange peel ,fresh fruit,gram(s),0.625
259,1363, fresh Northwest sweet cherries ,fresh fruit,gram(s),60.0
260,1267, flour ,baking products,gram(s),30.0
260,3334, sugar ,baking products,gram(s),30.0
260,3586, unsweetened cocoa powder ,baking products,gram(s),22.5
260,125, baking powder ,baking products,gram(s),1.25
260,399, California date ,dried fruit,gram(s),30.0
260,12, 2% lowfat milk ,dairy,gram(s),22.5
260,374, butter or margarine ,dairy,gram(s),3.75
260,351, brown sugar ,baking products,gram(s),15.0
260,3649, water ,beverages,gram(s),45.0
261,2417, nonfat milk ,dairy,gram(s),30.0
261,1553, fructose ,sweeteners,gram(s),3.75
261,3595, vanilla ,spices and seasonings,gram(s),0.15625
261,2978, rum extract ,spices and seasonings,gram(s),0.3125
262,1612, graham crackers ,cookies/crackers,gram(s),15.0
262,2141, lowfat margarine ,dairy,gram(s),2.5
262,2092, lowfat ricotta cheese ,cheese,gram(s),36.25
262,4289, plain nonfat yogurt ,dairy,gram(s),19.333333333333332
262,3334, sugar ,baking products,gram(s),20.0
262,30, all-purpose flour ,baking products,gram(s),2.5
262,2019, lemon juice ,fruit juices,gram(s),2.5
262,2048, light cream cheese ,dairy,gram(s),19.333333333333332
262,1178, liquid egg substitute ,dairy,gram(s),15.0
262,3595, vanilla ,spices and seasonings,gram(s),1.0416666666666667
262,1440, fresh strawberry ,fresh fruit,gram(s),40.0
263,3334, sugar ,baking products,gram(s),24.0
263,2019, lemon juice ,fruit juices,gram(s),2.25
263,1351, fresh lemon peel ,fresh fruit,gram(s),0.375
263,3595, vanilla ,spices and seasonings,gram(s),0.75
263,3021, salt ,spices and seasonings,gram(s),0.0625
263,386, buttermilk ,dairy,gram(s),48.0
264,60, apple juice ,frozen fruit,gram(s),22.5
264,3334, sugar ,baking products,gram(s),15.0
264,2454, orange juice ,frozen fruit,gram(s),5.625
264,2459, orange peel ,fresh fruit,gram(s),1.25
265,363, butter ,dairy,gram(s),1.6666666666666667
265,3334, sugar ,baking products,gram(s),6.666666666666667
265,3021, salt ,spices and seasonings,gram(s),0.1388888888888889
265,1267, flour ,baking products,gram(s),46.666666666666664
265,125, baking powder ,baking products,gram(s),1.1111111111111112
265,2327, milk ,dairy,gram(s),6.666666666666667
265,2552, peach ,fresh fruit,gram(s),26.666666666666668
265,351, brown sugar ,baking products,gram(s),6.666666666666667
265,738, cinnamon ,spices and seasonings,gram(s),0.5555555555555556
265,363, butter ,dairy,gram(s),1.6666666666666667
266,374, butter or margarine ,dairy,gram(s),5.0
266,351, brown sugar ,baking products,gram(s),7.5
266,1043, dried apricot halves ,dried fruit,gram(s),26.8
266,3334, sugar ,baking products,gram(s),13.200000000000001
266,12, 2% lowfat milk ,dairy,gram(s),13.200000000000001
266,841, cooked rice ,grains,gram(s),50.0
266,3021, salt ,spices and seasonings,gram(s),0.20833333333333334
266,1684, ground cinnamon ,spices and seasonings,gram(s),0.20833333333333334
266,1696, nutmeg ,spices and seasonings,gram(s),0.10833333333333334
266,3595, vanilla ,spices and seasonings,gram(s),0.8333333333333334
267,3570, unsalted butter ,dairy,gram(s),11.25
267,3586, unsweetened cocoa powder ,baking products,gram(s),22.5
267,351, brown sugar ,baking products,gram(s),18.75
267,3595, vanilla ,spices and seasonings,gram(s),0.15625
267,998, dark rum ,alcoholic beverages,gram(s),15.0
267,998, dark rum ,alcoholic beverages,gram(s),3.75
268,399, California date ,dried fruit,gram(s),22.5
268,1042, dried apricots ,dried fruit,gram(s),7.5
268,60, apple juice ,frozen fruit,gram(s),3.75
268,2976, rum ,alcoholic beverages,gram(s),3.75
268,3334, sugar ,baking products,gram(s),15.0
268,3595, vanilla ,spices and seasonings,gram(s),0.9375
268,1267, flour ,baking products,gram(s),18.75
268,125, baking powder ,baking products,gram(s),0.3125
268,3021, salt ,spices and seasonings,gram(s),0.15625
268,2579, pecans or walnuts ,nuts and seeds,gram(s),22.5
269,3759, whole wheat flour ,baking products,gram(s),13.4
269,125, baking powder ,baking products,gram(s),0.4166666666666667
269,351, brown sugar ,baking products,gram(s),6.6000000000000005
269,3357, sweet butter ,dairy,gram(s),1.875
269,2417, nonfat milk ,dairy,gram(s),10.0
269,3595, vanilla ,spices and seasonings,gram(s),0.10416666666666667
269,1780, honey ,sweeteners,gram(s),0.20833333333333334
270,3584, unsweetened chocolate ,baking products,gram(s),2.4166666666666665
270,363, butter ,dairy,gram(s),3.0208333333333335
270,3595, vanilla ,spices and seasonings,gram(s),0.10416666666666667
270,4288, cooked beans ,dried beans,gram(s),8.35
270,792, confectioners' sugar ,baking products,gram(s),18.958333333333332
271,792, confectioners' sugar ,baking products,gram(s),12.63888888888889
271,768, cocoa ,baking products,gram(s),4.466666666666667
271,3021, salt ,spices and seasonings,gram(s),0.034722222222222224
271,2327, milk ,dairy,gram(s),1.6666666666666667
271,3595, vanilla ,spices and seasonings,gram(s),0.2777777777777778
271,2654, pistachio flavoring ,spices and seasonings,gram(s),0.034722222222222224
271,374, butter or margarine ,dairy,gram(s),3.3333333333333335
271,2653, pistachio nuts ,nuts and seeds,gram(s),3.3333333333333335
272,3757, whole wheat bread ,breads,gram(s),160.0
272,2417, nonfat milk ,dairy,gram(s),40.0
272,60, apple juice ,frozen fruit,gram(s),20.0
272,2253, apple ,fresh fruit,gram(s),160.0
272,2788, raisins ,dried fruit,gram(s),10.0
272,1351, fresh lemon peel ,fresh fruit,gram(s),0.8333333333333334
272,1684, ground cinnamon ,spices and seasonings,gram(s),0.8333333333333334
272,1696, nutmeg ,spices and seasonings,gram(s),0.20833333333333334
272,3334, sugar ,baking products,gram(s),5.0
272,3595, vanilla ,spices and seasonings,gram(s),0.4166666666666667
273,3582, unsweetened applesauce ,canned/bottled fruit,gram(s),40.0
273,770, coconut ,fresh fruit,gram(s),2.5
273,2426, nuts ,nuts and seeds,gram(s),1.6666666666666667
274,3334, sugar ,baking products,gram(s),18.75
274,3649, water ,beverages,gram(s),30.0
274,752, claret wine ,alcoholic beverages,gram(s),45.0
274,758, cloves ,spices and seasonings,whole,0.5
274,738, cinnamon ,spices and seasonings,piece(s),0.75
274,1350, fresh lemon juice ,fresh fruit/vegetable juices,gram(s),3.75
275,1155, dry white wine ,alcoholic beverages,gram(s),160.0
275,3649, water ,beverages,gram(s),40.0
275,1351, fresh lemon peel ,fresh fruit,gram(s),2.5
275,2459, orange peel ,fresh fruit,gram(s),2.5
275,758, cloves ,spices and seasonings,whole,0.5
275,1414, fresh raspberry ,fresh fruit,gram(s),58.0
275,2189, lowfat yogurt ,dairy,gram(s),7.5
275,1356, fresh mint ,fresh herbs,gram(s),0.8333333333333334
276,391, Cabernet Sauvignon wine ,alcoholic beverages,gram(s),120.0
276,3334, sugar ,baking products,gram(s),45.0
276,1388, fresh or frozen unsweetened raspberries ,fresh fruit,gram(s),60.0
276,2653, pistachio nuts ,nuts and seeds,gram(s),15.0
277,351, brown sugar ,baking products,gram(s),15.0
277,889, cornstarch ,baking products,gram(s),3.75
277,2459, orange peel ,fresh fruit,gram(s),1.875
277,1696, nutmeg ,spices and seasonings,gram(s),0.46875
277,560, cardamom ,spices and seasonings,gram(s),0.3125
277,2454, orange juice ,frozen fruit,gram(s),1.875
277,1298, fresh blueberry ,fresh fruit,gram(s),180.0
277,2627, pie crust mix ,baking products,gram(s),36.25
277,374, butter or margarine ,dairy,gram(s),3.75
277,12, 2% lowfat milk ,dairy,gram(s),1.875
277,3090, sesame seeds ,spices and seasonings,gram(s),7.5
278,363, butter ,dairy,gram(s),9.9
278,3334, sugar ,baking products,gram(s),22.5
278,1199, evaporated milk ,canned dairy,gram(s),22.5
278,2298, sweet potato ,fresh vegetables,gram(s),60.0
278,3595, vanilla ,spices and seasonings,gram(s),0.625
278,3021, salt ,spices and seasonings,gram(s),0.15625
279,2259, cantaloupe ,fresh fruit,gram(s),227.5
279,3334, sugar ,baking products,gram(s),60.0
279,3649, water ,beverages,gram(s),60.0
279,1350, fresh lemon juice ,fresh fruit/vegetable juices,gram(s),3.75
280,76, apricot halves packed in juice ,canned/bottled fruit,gram(s),116.0
280,3649, water ,beverages,gram(s),9.9
280,3334, sugar ,baking products,gram(s),9.9
280,3595, vanilla ,spices and seasonings,gram(s),0.625
281,1200, evaporated skim milk ,canned dairy,gram(s),43.5
281,1413, fresh pumpkin ,fresh vegetables,gram(s),60.0
281,3334, sugar ,baking products,gram(s),22.5
281,3595, vanilla ,spices and seasonings,gram(s),1.25
281,3769, whole wheat pastry flour ,baking products,gram(s),15.0
281,125, baking powder ,baking products,gram(s),0.46875
281,2060, light salt ,spices and seasonings,gram(s),0.15625
281,363, butter ,dairy,gram(s),3.75
281,738, cinnamon ,spices and seasonings,gram(s),0.625
281,1690, ground ginger ,spices and seasonings,gram(s),0.3125
281,1685, ground cloves ,spices and seasonings,gram(s),0.15625
282,1363, fresh Northwest sweet cherries ,fresh fruit,gram(s),60.0
282,3649, water ,beverages,gram(s),7.5
282,3334, sugar ,baking products,gram(s),3.75
282,1351, fresh lemon peel ,fresh fruit,gram(s),0.3125
282,1684, ground cinnamon ,spices and seasonings,gram(s),0.08125
283,3649, water ,beverages,gram(s),40.0
283,1780, honey ,sweeteners,gram(s),10.0
283,2019, lemon juice ,fruit juices,gram(s),2.5
283,3595, vanilla ,spices and seasonings,gram(s),0.8333333333333334
283,60, apple juice ,frozen fruit,gram(s),10.0
283,2196, plain lowfat yogurt ,dairy,gram(s),40.0
284,60, apple juice ,frozen fruit,gram(s),60.0
284,1351, fresh lemon peel ,fresh fruit,gram(s),1.25
284,1690, ground ginger ,spices and seasonings,gram(s),0.10833333333333334
285,1267, flour ,baking products,gram(s),40.0
285,3334, sugar ,baking products,gram(s),30.0
285,125, baking powder ,baking products,gram(s),1.25
285,3021, salt ,spices and seasonings,gram(s),0.20833333333333334
